panel,beta,density
gamma2_click,0.000345,440.652
gamma2_click,0.000349,438.989
gamma2_click,0.000352,437.658
gamma2_click,0.000355,435.995
gamma2_click,0.000358,434.331
gamma2_click,0.000362,433.167
gamma2_click,0.000365,431.670
gamma2_click,0.000368,430.339
gamma2_click,0.000371,428.676
gamma2_click,0.000375,427.345
gamma2_click,0.000378,425.682
gamma2_click,0.000381,424.019
gamma2_click,0.000384,422.688
gamma2_click,0.000388,421.025
gamma2_click,0.000391,419.694
gamma2_click,0.000394,418.363
gamma2_click,0.000397,416.700
gamma2_click,0.000401,415.037
gamma2_click,0.000404,413.373
gamma2_click,0.000407,412.043
gamma2_click,0.000410,410.379
gamma2_click,0.000414,408.716
gamma2_click,0.000417,407.053
gamma2_click,0.000420,405.722
gamma2_click,0.000423,404.059
gamma2_click,0.000427,402.728
gamma2_click,0.000430,401.065
gamma2_click,0.000433,399.734
gamma2_click,0.000436,398.071
gamma2_click,0.000440,396.407
gamma2_click,0.000443,394.744
gamma2_click,0.000446,393.413
gamma2_click,0.000449,391.750
gamma2_click,0.000453,390.086
gamma2_click,0.000456,388.423
gamma2_click,0.000459,387.092
gamma2_click,0.000462,385.429
gamma2_click,0.000466,383.766
gamma2_click,0.000469,382.102
gamma2_click,0.000472,380.439
gamma2_click,0.000475,379.108
gamma2_click,0.000479,377.445
gamma2_click,0.000482,375.782
gamma2_click,0.000485,374.118
gamma2_click,0.000488,372.455
gamma2_click,0.000492,371.124
gamma2_click,0.000495,369.461
gamma2_click,0.000498,367.798
gamma2_click,0.000501,366.134
gamma2_click,0.000505,364.471
gamma2_click,0.000508,363.140
gamma2_click,0.000511,361.477
gamma2_click,0.000514,359.814
gamma2_click,0.000518,358.150
gamma2_click,0.000521,356.487
gamma2_click,0.000524,355.156
gamma2_click,0.000527,353.493
gamma2_click,0.000531,351.830
gamma2_click,0.000534,350.166
gamma2_click,0.000537,348.503
gamma2_click,0.000540,347.172
gamma2_click,0.000544,345.509
gamma2_click,0.000547,343.846
gamma2_click,0.000550,342.182
gamma2_click,0.000553,340.519
gamma2_click,0.000557,339.188
gamma2_click,0.000560,337.525
gamma2_click,0.000563,335.862
gamma2_click,0.000567,333.200
gamma2_click,0.000570,332.202
gamma2_click,0.000573,330.872
gamma2_click,0.000576,329.541
gamma2_click,0.000580,327.878
gamma2_click,0.000583,326.214
gamma2_click,0.000586,324.551
gamma2_click,0.000589,322.888
gamma2_click,0.000593,321.557
gamma2_click,0.000596,319.894
gamma2_click,0.000599,318.230
gamma2_click,0.000602,316.567
gamma2_click,0.000606,315.236
gamma2_click,0.000609,313.573
gamma2_click,0.000612,311.910
gamma2_click,0.000615,310.246
gamma2_click,0.000619,308.583
gamma2_click,0.000622,307.252
gamma2_click,0.000625,305.589
gamma2_click,0.000628,303.925
gamma2_click,0.000632,302.595
gamma2_click,0.000635,300.599
gamma2_click,0.000638,299.268
gamma2_click,0.000641,297.605
gamma2_click,0.000645,295.941
gamma2_click,0.000648,294.278
gamma2_click,0.000651,292.947
gamma2_click,0.000654,291.284
gamma2_click,0.000658,289.953
gamma2_click,0.000661,287.957
gamma2_click,0.000664,286.627
gamma2_click,0.000667,285.296
gamma2_click,0.000671,283.300
gamma2_click,0.000674,281.969
gamma2_click,0.000677,280.306
gamma2_click,0.000680,278.975
gamma2_click,0.000684,277.312
gamma2_click,0.000687,275.981
gamma2_click,0.000690,273.985
gamma2_click,0.000693,272.655
gamma2_click,0.000697,270.991
gamma2_click,0.000700,269.661
gamma2_click,0.000703,267.997
gamma2_click,0.000706,266.667
gamma2_click,0.000710,265.003
gamma2_click,0.000713,263.673
gamma2_click,0.000716,262.009
gamma2_click,0.000719,260.679
gamma2_click,0.000723,258.683
gamma2_click,0.000726,257.518
gamma2_click,0.000729,256.021
gamma2_click,0.000732,254.358
gamma2_click,0.000736,252.695
gamma2_click,0.000739,251.364
gamma2_click,0.000742,250.033
gamma2_click,0.000745,248.370
gamma2_click,0.000749,247.039
gamma2_click,0.000752,245.376
gamma2_click,0.000755,244.045
gamma2_click,0.000758,242.715
gamma2_click,0.000762,241.051
gamma2_click,0.000765,239.721
gamma2_click,0.000768,238.057
gamma2_click,0.000771,236.727
gamma2_click,0.000775,235.063
gamma2_click,0.000778,233.733
gamma2_click,0.000781,232.069
gamma2_click,0.000784,230.905
gamma2_click,0.000788,229.408
gamma2_click,0.000791,228.077
gamma2_click,0.000794,226.414
gamma2_click,0.000797,225.083
gamma2_click,0.000801,223.752
gamma2_click,0.000804,222.422
gamma2_click,0.000807,220.758
gamma2_click,0.000810,219.428
gamma2_click,0.000814,218.097
gamma2_click,0.000817,216.766
gamma2_click,0.000820,215.103
gamma2_click,0.000823,213.939
gamma2_click,0.000827,212.442
gamma2_click,0.000830,211.111
gamma2_click,0.000833,209.780
gamma2_click,0.000837,208.450
gamma2_click,0.000840,207.119
gamma2_click,0.000843,205.456
gamma2_click,0.000846,204.125
gamma2_click,0.000850,202.794
gamma2_click,0.000853,201.464
gamma2_click,0.000856,200.133
gamma2_click,0.000859,198.802
gamma2_click,0.000863,197.472
gamma2_click,0.000866,196.141
gamma2_click,0.000869,194.810
gamma2_click,0.000872,193.480
gamma2_click,0.000876,192.149
gamma2_click,0.000879,190.818
gamma2_click,0.000882,189.488
gamma2_click,0.000885,188.157
gamma2_click,0.000889,186.993
gamma2_click,0.000892,185.828
gamma2_click,0.000895,184.165
gamma2_click,0.000898,183.001
gamma2_click,0.000902,181.836
gamma2_click,0.000905,180.506
gamma2_click,0.000908,179.341
gamma2_click,0.000911,178.177
gamma2_click,0.000915,176.846
gamma2_click,0.000918,175.516
gamma2_click,0.000921,174.351
gamma2_click,0.000924,172.854
gamma2_click,0.000928,171.690
gamma2_click,0.000931,170.526
gamma2_click,0.000934,169.361
gamma2_click,0.000937,168.197
gamma2_click,0.000941,166.866
gamma2_click,0.000944,165.536
gamma2_click,0.000947,164.371
gamma2_click,0.000950,163.207
gamma2_click,0.000954,162.043
gamma2_click,0.000957,160.878
gamma2_click,0.000960,159.548
gamma2_click,0.000963,158.383
gamma2_click,0.000967,157.385
gamma2_click,0.000970,156.221
gamma2_click,0.000973,154.890
gamma2_click,0.000976,153.726
gamma2_click,0.000980,152.728
gamma2_click,0.000983,151.564
gamma2_click,0.000986,150.233
gamma2_click,0.000989,149.069
gamma2_click,0.000993,148.071
gamma2_click,0.000996,146.906
gamma2_click,0.000999,145.742
gamma2_click,0.001002,144.744
gamma2_click,0.001006,143.580
gamma2_click,0.001009,142.415
gamma2_click,0.001012,141.417
gamma2_click,0.001015,140.253
gamma2_click,0.001019,139.088
gamma2_click,0.001022,138.090
gamma2_click,0.001025,137.092
gamma2_click,0.001028,136.094
gamma2_click,0.001032,135.096
gamma2_click,0.001035,133.932
gamma2_click,0.001038,132.768
gamma2_click,0.001041,131.770
gamma2_click,0.001045,130.772
gamma2_click,0.001048,129.774
gamma2_click,0.001051,128.776
gamma2_click,0.001054,127.611
gamma2_click,0.001058,126.447
gamma2_click,0.001061,125.449
gamma2_click,0.001064,124.451
gamma2_click,0.001067,123.453
gamma2_click,0.001071,122.455
gamma2_click,0.001074,121.457
gamma2_click,0.001077,121.457
gamma2_click,0.001080,121.457
gamma2_click,0.001084,121.457
gamma2_click,0.001087,121.457
gamma2_click,0.001090,121.623
gamma2_click,0.001093,121.623
gamma2_click,0.001097,121.623
gamma2_click,0.001100,121.623
gamma2_click,0.001103,121.623
gamma2_click,0.001107,121.623
gamma2_click,0.001110,121.623
gamma2_click,0.001113,121.623
gamma2_click,0.001116,121.623
gamma2_click,0.001120,121.623
gamma2_click,0.001123,121.623
gamma2_click,0.001126,106.321
gamma2_click,0.001129,105.323
gamma2_click,0.001133,104.325
gamma2_click,0.001136,103.493
gamma2_click,0.001139,102.661
gamma2_click,0.001142,101.663
gamma2_click,0.001146,100.665
gamma2_click,0.001149,99.834
gamma2_click,0.001152,99.168
gamma2_click,0.001155,98.337
gamma2_click,0.001159,97.339
gamma2_click,0.001162,96.507
gamma2_click,0.001165,95.675
gamma2_click,0.001168,94.844
gamma2_click,0.001172,94.012
gamma2_click,0.001175,93.180
gamma2_click,0.001178,92.349
gamma2_click,0.001181,91.517
gamma2_click,0.001185,90.685
gamma2_click,0.001188,89.854
gamma2_click,0.001191,88.889
gamma2_click,0.001194,88.190
gamma2_click,0.001198,87.525
gamma2_click,0.001201,86.693
gamma2_click,0.001204,85.862
gamma2_click,0.001207,85.196
gamma2_click,0.001211,84.365
gamma2_click,0.001214,83.533
gamma2_click,0.001217,82.868
gamma2_click,0.001220,82.202
gamma2_click,0.001224,81.371
gamma2_click,0.001227,80.539
gamma2_click,0.001230,79.874
gamma2_click,0.001233,79.208
gamma2_click,0.001237,78.377
gamma2_click,0.001240,77.545
gamma2_click,0.001243,76.880
gamma2_click,0.001246,76.214
gamma2_click,0.001250,75.549
gamma2_click,0.001253,74.884
gamma2_click,0.001256,74.218
gamma2_click,0.001259,73.553
gamma2_click,0.001263,72.888
gamma2_click,0.001266,72.056
gamma2_click,0.001269,71.224
gamma2_click,0.001272,70.559
gamma2_click,0.001276,70.060
gamma2_click,0.001279,69.228
gamma2_click,0.001282,68.729
gamma2_click,0.001285,68.064
gamma2_click,0.001289,67.399
gamma2_click,0.001292,66.733
gamma2_click,0.001295,66.068
gamma2_click,0.001298,65.403
gamma2_click,0.001302,64.737
gamma2_click,0.001305,64.072
gamma2_click,0.001308,63.407
gamma2_click,0.001311,62.741
gamma2_click,0.001315,62.076
gamma2_click,0.001318,61.577
gamma2_click,0.001321,61.078
gamma2_click,0.001324,60.413
gamma2_click,0.001328,59.747
gamma2_click,0.001331,59.248
gamma2_click,0.001334,58.749
gamma2_click,0.001337,58.084
gamma2_click,0.001341,57.418
gamma2_click,0.001344,56.919
gamma2_click,0.001347,56.088
gamma2_click,0.001350,55.589
gamma2_click,0.001354,55.256
gamma2_click,0.001357,54.757
gamma2_click,0.001360,54.092
gamma2_click,0.001363,53.593
gamma2_click,0.001367,53.094
gamma2_click,0.001370,52.428
gamma2_click,0.001373,51.929
gamma2_click,0.001377,51.430
gamma2_click,0.001380,50.931
gamma2_click,0.001383,50.432
gamma2_click,0.001386,49.933
gamma2_click,0.001390,49.268
gamma2_click,0.001393,48.935
gamma2_click,0.001396,48.436
gamma2_click,0.001399,47.937
gamma2_click,0.001403,47.438
gamma2_click,0.001406,46.939
gamma2_click,0.001409,46.440
gamma2_click,0.001412,45.941
gamma2_click,0.001416,45.609
gamma2_click,0.001419,45.110
gamma2_click,0.001422,44.611
gamma2_click,0.001425,44.112
gamma2_click,0.001429,43.613
gamma2_click,0.001432,43.280
gamma2_click,0.001435,42.781
gamma2_click,0.001438,42.282
gamma2_click,0.001442,41.949
gamma2_click,0.001445,41.450
gamma2_click,0.001448,40.951
gamma2_click,0.001451,40.619
gamma2_click,0.001455,40.120
gamma2_click,0.001458,39.621
gamma2_click,0.001461,39.288
gamma2_click,0.001464,38.955
gamma2_click,0.001468,38.623
gamma2_click,0.001471,38.124
gamma2_click,0.001474,37.625
gamma2_click,0.001477,37.292
gamma2_click,0.001481,36.959
gamma2_click,0.001484,36.627
gamma2_click,0.001487,36.128
gamma2_click,0.001490,35.629
gamma2_click,0.001494,35.296
gamma2_click,0.001497,34.963
gamma2_click,0.001500,34.631
gamma2_click,0.001503,34.298
gamma2_click,0.001507,33.965
gamma2_click,0.001510,33.633
gamma2_click,0.001513,33.134
gamma2_click,0.001516,32.635
gamma2_click,0.001520,32.302
gamma2_click,0.001523,31.969
gamma2_click,0.001526,31.637
gamma2_click,0.001529,31.304
gamma2_click,0.001533,30.971
gamma2_click,0.001536,30.639
gamma2_click,0.001539,30.306
gamma2_click,0.001542,29.973
gamma2_click,0.001546,29.641
gamma2_click,0.001549,29.308
gamma2_click,0.001552,28.975
gamma2_click,0.001555,28.643
gamma2_click,0.001559,28.476
gamma2_click,0.001562,28.144
gamma2_click,0.001565,27.811
gamma2_click,0.001568,27.478
gamma2_click,0.001572,27.146
gamma2_click,0.001575,26.813
gamma2_click,0.001578,26.480
gamma2_click,0.001581,26.148
gamma2_click,0.001585,25.815
gamma2_click,0.001588,25.482
gamma2_click,0.001591,25.316
gamma2_click,0.001594,25.150
gamma2_click,0.001598,24.817
gamma2_click,0.001601,24.484
gamma2_click,0.001604,24.152
gamma2_click,0.001607,23.653
gamma2_click,0.001611,23.486
gamma2_click,0.001614,23.320
gamma2_click,0.001617,23.154
gamma2_click,0.001620,22.821
gamma2_click,0.001624,22.655
gamma2_click,0.001627,22.488
gamma2_click,0.001630,22.156
gamma2_click,0.001633,21.823
gamma2_click,0.001637,21.657
gamma2_click,0.001640,21.490
gamma2_click,0.001643,21.158
gamma2_click,0.001647,20.825
gamma2_click,0.001650,20.659
gamma2_click,0.001653,20.492
gamma2_click,0.001656,20.160
gamma2_click,0.001660,19.993
gamma2_click,0.001663,19.827
gamma2_click,0.001666,19.494
gamma2_click,0.001669,19.328
gamma2_click,0.001673,19.162
gamma2_click,0.001676,18.829
gamma2_click,0.001679,18.663
gamma2_click,0.001682,18.496
gamma2_click,0.001686,18.164
gamma2_click,0.001689,17.997
gamma2_click,0.001692,17.831
gamma2_click,0.001695,17.665
gamma2_click,0.001699,17.498
gamma2_click,0.001702,17.166
gamma2_click,0.001705,16.999
gamma2_click,0.001708,16.833
gamma2_click,0.001712,16.667
gamma2_click,0.001715,16.500
gamma2_click,0.001718,16.334
gamma2_click,0.001721,16.168
gamma2_click,0.001725,16.001
gamma2_click,0.001728,15.835
gamma2_click,0.001731,15.669
gamma2_click,0.001734,15.502
gamma2_click,0.001738,15.336
gamma2_click,0.001741,15.170
gamma2_click,0.001744,15.003
gamma2_click,0.001747,14.837
gamma2_click,0.001751,14.671
gamma2_click,0.001754,14.504
gamma2_click,0.001757,14.338
gamma2_click,0.001760,14.172
gamma2_click,0.001764,14.005
gamma2_click,0.001767,13.839
gamma2_click,0.001770,13.673
gamma2_click,0.001773,13.506
gamma2_click,0.001777,13.340
gamma2_click,0.001780,13.007
gamma2_click,0.001783,13.007
gamma2_click,0.001786,12.841
gamma2_click,0.001790,12.675
gamma2_click,0.001793,12.675
gamma2_click,0.001796,12.508
gamma2_click,0.001799,12.342
gamma2_click,0.001803,12.009
gamma2_click,0.001806,12.009
gamma2_click,0.001809,12.009
gamma2_click,0.001812,11.843
gamma2_click,0.001816,11.510
gamma2_click,0.001819,11.344
gamma2_click,0.001822,11.344
gamma2_click,0.001825,11.344
gamma2_click,0.001829,11.178
gamma2_click,0.001832,11.011
gamma2_click,0.001835,11.011
gamma2_click,0.001838,10.845
gamma2_click,0.001842,10.679
gamma2_click,0.001845,10.679
gamma2_click,0.001848,10.512
gamma2_click,0.001851,10.346
gamma2_click,0.001855,10.346
gamma2_click,0.001858,10.180
gamma2_click,0.001861,10.013
gamma2_click,0.001864,10.013
gamma2_click,0.001868,9.847
gamma2_click,0.001871,9.681
gamma2_click,0.001874,9.681
gamma2_click,0.001877,9.514
gamma2_click,0.001881,9.348
gamma2_click,0.001884,9.348
gamma2_click,0.001887,9.182
gamma2_click,0.001890,9.015
gamma2_click,0.001894,9.015
gamma2_click,0.001897,9.015
gamma2_click,0.001900,8.849
gamma2_click,0.001903,8.683
gamma2_click,0.001907,8.683
gamma2_click,0.001910,8.516
gamma2_click,0.001913,8.350
gamma2_click,0.001917,8.350
gamma2_click,0.001920,8.350
gamma2_click,0.001923,8.184
gamma2_click,0.001926,8.017
gamma2_click,0.001930,8.017
gamma2_click,0.001933,8.017
gamma2_click,0.001936,7.851
gamma2_click,0.001939,7.685
gamma2_click,0.001943,7.685
gamma2_click,0.001946,7.685
gamma2_click,0.001949,7.518
gamma2_click,0.001952,7.352
gamma2_click,0.001956,7.352
gamma2_click,0.001959,7.352
gamma2_click,0.001962,7.352
gamma2_click,0.001965,7.186
gamma2_click,0.001969,7.019
gamma2_click,0.001972,6.853
gamma2_click,0.001975,6.853
gamma2_click,0.001978,6.687
gamma2_click,0.001982,6.687
gamma2_click,0.001985,6.687
gamma2_click,0.001988,6.687
gamma2_click,0.001991,6.687
gamma2_click,0.001995,6.687
gamma2_click,0.001998,6.520
gamma2_click,0.002001,6.354
gamma2_click,0.002004,6.354
gamma2_click,0.002008,6.354
gamma2_click,0.002011,6.354
gamma2_click,0.002014,6.188
gamma2_click,0.002017,6.021
gamma2_click,0.002021,6.021
gamma2_click,0.002024,6.021
gamma2_click,0.002027,6.021
gamma2_click,0.002030,6.021
gamma2_click,0.002034,6.021
gamma2_click,0.002037,5.855
gamma2_click,0.002040,5.689
gamma2_click,0.002043,5.689
gamma2_click,0.002047,5.689
gamma2_click,0.002050,5.689
gamma2_click,0.002053,5.689
gamma2_click,0.002056,5.522
gamma2_click,0.002060,5.356
gamma2_click,0.002063,5.356
gamma2_click,0.002066,5.356
gamma2_click,0.002069,5.356
gamma2_click,0.002073,5.356
gamma2_click,0.002076,5.356
gamma2_click,0.002079,5.356
gamma2_click,0.002082,5.190
gamma2_click,0.002086,5.023
gamma2_click,0.002089,5.023
gamma2_click,0.002092,5.023
gamma2_click,0.002095,5.023
gamma2_click,0.002099,5.023
gamma2_click,0.002102,4.857
gamma2_click,0.002105,4.691
gamma2_click,0.002108,4.691
gamma2_click,0.002112,4.691
gamma2_click,0.002115,4.691
gamma2_click,0.002118,4.691
gamma2_click,0.002121,4.691
gamma2_click,0.002125,4.691
gamma2_click,0.002128,4.691
gamma2_click,0.002131,4.691
gamma2_click,0.002134,4.524
gamma2_click,0.002138,4.358
gamma2_click,0.002141,4.358
gamma2_click,0.002144,4.358
gamma2_click,0.002147,4.358
gamma2_click,0.002151,4.358
gamma2_click,0.002154,4.358
gamma2_click,0.002157,4.358
gamma2_click,0.002160,4.358
gamma2_click,0.002164,4.192
gamma2_click,0.002167,4.192
gamma2_click,0.002170,4.192
gamma2_click,0.002173,4.192
gamma2_click,0.002177,4.192
gamma2_click,0.002180,4.192
gamma2_click,0.002183,4.192
gamma2_click,0.002187,4.192
gamma2_click,0.002190,4.192
gamma2_click,0.002193,4.192
gamma2_click,0.002196,4.192
gamma2_click,0.002200,4.192
gamma2_click,0.002203,4.192
gamma2_click,0.002206,4.025
gamma2_click,0.002209,4.025
gamma2_click,0.002213,4.025
gamma2_click,0.002216,4.025
gamma2_click,0.002219,4.025
gamma2_click,0.002222,4.025
gamma2_click,0.002226,4.025
gamma2_click,0.002229,4.025
gamma2_click,0.002232,4.025
gamma2_click,0.002235,4.025
gamma2_click,0.002239,4.025
gamma2_click,0.002242,4.025
gamma2_click,0.002245,4.025
gamma2_click,0.002248,3.859
gamma2_click,0.002252,3.859
gamma2_click,0.002255,3.859
gamma2_click,0.002258,3.859
gamma2_click,0.002261,3.859
gamma2_click,0.002265,3.859
gamma2_click,0.002268,3.859
gamma2_click,0.002271,3.859
gamma2_click,0.002274,3.859
gamma2_click,0.002278,3.859
gamma2_click,0.002281,3.859
gamma2_click,0.002284,3.859
gamma2_click,0.002287,3.859
gamma2_click,0.002291,3.859
gamma2_click,0.002294,3.859
gamma2_click,0.002297,3.859
gamma2_click,0.002300,3.859
gamma2_click,0.002304,3.859
gamma2_click,0.002307,3.859
gamma2_click,0.002310,3.859
gamma2_click,0.002313,3.859
gamma2_click,0.002317,3.693
gamma2_click,0.002320,3.693
gamma2_click,0.002323,3.693
gamma2_click,0.002326,3.693
gamma2_click,0.002330,3.693
gamma2_click,0.002333,3.693
gamma2_click,0.002336,3.693
gamma2_click,0.002339,3.693
gamma2_click,0.002343,3.693
gamma2_click,0.002346,3.693
gamma2_click,0.002349,3.693
gamma2_click,0.002352,3.693
gamma2_click,0.002356,3.693
gamma2_click,0.002359,3.693
gamma2_click,0.002362,3.693
gamma2_click,0.002365,3.693
gamma2_click,0.002369,3.693
gamma2_click,0.002372,3.693
gamma2_click,0.002375,3.693
gamma2_click,0.002378,3.693
gamma2_click,0.002382,3.693
gamma2_click,0.002385,3.693
gamma2_click,0.002388,3.693
gamma2_click,0.002391,3.693
gamma2_click,0.002395,3.526
gamma2_click,0.002398,3.526
gamma2_click,0.002401,3.526
gamma2_click,0.002404,3.526
gamma2_click,0.002408,3.526
gamma2_click,0.002411,3.526
gamma2_click,0.002414,3.526
gamma2_click,0.002417,3.526
gamma2_click,0.002421,3.526
gamma2_click,0.002424,3.526
gamma2_click,0.002427,3.526
gamma2_click,0.002430,3.526
gamma2_click,0.002434,3.526
gamma2_click,0.002437,3.526
gamma2_click,0.002440,3.526
gamma2_click,0.002443,3.526
gamma2_click,0.002447,3.526
gamma2_click,0.002450,3.526
gamma2_click,0.002453,3.526
gamma2_click,0.002457,3.526
gamma2_click,0.002460,3.526
gamma2_click,0.002463,3.526
gamma2_click,0.002466,3.526
gamma2_click,0.002470,3.526
gamma2_click,0.002473,3.526
gamma2_click,0.002476,3.526
gamma2_click,0.002479,3.526
gamma2_click,0.002483,3.526
gamma2_click,0.002486,3.526
gamma2_click,0.002489,3.526
gamma2_click,0.002492,3.526
gamma2_click,0.002496,3.526
gamma2_click,0.002499,3.526
gamma2_click,0.002502,3.526
gamma2_click,0.002505,3.526
gamma2_click,0.002509,3.526
gamma2_click,0.002512,3.526
gamma2_click,0.002515,3.526
gamma2_click,0.002518,3.526
gamma2_click,0.002522,3.526
gamma2_click,0.002525,3.526
gamma2_click,0.002528,3.526
gamma2_click,0.002531,3.526
gamma2_click,0.002535,3.526
gamma2_click,0.002538,3.526
gamma2_click,0.002541,3.526
gamma2_click,0.002544,3.360
gamma2_click,0.002548,3.360
gamma2_click,0.002551,3.360
gamma2_click,0.002554,3.360
gamma2_click,0.002557,3.360
gamma2_click,0.002561,3.360
gamma2_click,0.002564,3.360
gamma2_click,0.002567,3.360
gamma2_click,0.002570,3.360
gamma2_click,0.002574,3.360
gamma2_click,0.002577,3.360
gamma2_click,0.002580,3.360
gamma2_click,0.002583,3.360
gamma2_click,0.002587,3.360
gamma2_click,0.002590,3.360
gamma2_click,0.002593,3.360
gamma2_click,0.002596,3.360
gamma2_click,0.002600,3.360
gamma2_click,0.002603,3.360
gamma2_click,0.002606,3.360
gamma2_click,0.002609,3.360
gamma2_click,0.002613,3.360
gamma2_click,0.002616,3.360
gamma2_click,0.002619,3.360
gamma2_click,0.002622,3.360
gamma2_click,0.002626,3.360
gamma2_click,0.002629,3.360
gamma2_click,0.002632,3.360
gamma2_click,0.002635,3.360
gamma2_click,0.002639,3.360
gamma2_click,0.002642,3.360
gamma2_click,0.002645,3.360
gamma2_click,0.002648,3.360
gamma2_click,0.002652,3.360
gamma2_click,0.002655,3.360
gamma2_click,0.002658,3.360
gamma2_click,0.002661,3.360
gamma2_click,0.002665,3.360
gamma2_click,0.002668,3.360
gamma2_click,0.002671,3.360
gamma2_click,0.002674,3.360
gamma2_click,0.002678,3.360
gamma2_click,0.002681,3.360
gamma2_click,0.002684,3.360
gamma2_click,0.002687,3.360
gamma2_click,0.002691,3.360
gamma2_click,0.002694,3.360
gamma2_click,0.002697,3.360
gamma2_click,0.002700,3.360
gamma2_click,0.002704,3.360
gamma2_click,0.002707,3.360
gamma2_click,0.002710,3.360
gamma2_click,0.002713,3.360
gamma2_click,0.002717,3.360
gamma2_click,0.002720,3.360
gamma2_click,0.002723,3.360
gamma2_click,0.002727,3.360
gamma2_click,0.002730,3.360
gamma2_click,0.002733,3.360
gamma2_click,0.002736,3.360
gamma2_click,0.002740,3.360
gamma2_click,0.002743,3.360
gamma2_click,0.002746,3.360
gamma2_click,0.002749,3.360
gamma2_click,0.002753,3.360
gamma2_click,0.002756,3.360
gamma2_click,0.002759,3.360
gamma2_click,0.002762,3.360
gamma2_click,0.002766,3.360
gamma2_click,0.002769,3.360
gamma2_click,0.002772,3.360
gamma2_click,0.002775,3.360
gamma2_click,0.002779,3.360
gamma2_click,0.002782,3.360
gamma2_click,0.002785,3.360
gamma2_click,0.002788,3.360
gamma2_click,0.002792,3.360
gamma2_click,0.002795,3.360
gamma2_click,0.002798,3.360
gamma2_click,0.002801,3.360
gamma2_click,0.002805,3.360
gamma2_click,0.002808,3.360
gamma2_click,0.002811,3.360
gamma2_click,0.002814,3.360
gamma2_click,0.002818,3.360
gamma2_click,0.002821,3.360
gamma2_click,0.002824,3.360
gamma2_click,0.002827,3.360
gamma2_click,0.002831,3.360
gamma2_click,0.002834,3.360
gamma2_click,0.002837,3.360
gamma2_click,0.002840,3.360
gamma2_click,0.002844,3.360
gamma2_click,0.002847,3.360
gamma2_click,0.002850,3.360
gamma2_click,0.002853,3.360
gamma2_click,0.002857,3.360
gamma2_click,0.002860,3.360
gamma2_click,0.002863,3.360
gamma2_click,0.002866,3.360
gamma2_click,0.002870,3.360
gamma2_click,0.002873,3.360
gamma2_click,0.002876,3.360
gamma2_click,0.002879,3.360
gamma2_click,0.002883,3.360
gamma2_click,0.002886,3.360
gamma2_click,0.002889,3.360
gamma2_click,0.002892,3.360
gamma2_click,0.002896,3.360
gamma2_click,0.002899,3.360
gamma2_click,0.002902,3.360
gamma2_click,0.002905,3.360
gamma2_click,0.002909,3.360
gamma2_click,0.002912,3.360
gamma2_click,0.002915,3.360
gamma2_click,0.002918,3.360
gamma2_click,0.002922,3.360
gamma2_click,0.002925,3.360
gamma2_click,0.002928,3.360
gamma2_click,0.002931,3.360
gamma2_click,0.002935,3.360
gamma2_click,0.002938,3.360
gamma2_click,0.002941,3.360
gamma2_click,0.002944,3.360
gamma2_click,0.002948,3.360
gamma2_click,0.002951,3.360
gamma2_click,0.002954,3.360
gamma2_click,0.002957,3.360
gamma2_click,0.002961,3.360
gamma2_click,0.002964,3.360
gamma2_click,0.002967,3.360
gamma2_click,0.002970,3.360
gamma2_click,0.002974,3.360
gamma2_click,0.002977,3.360
gamma2_click,0.002980,3.360
gamma2_click,0.002983,3.360
gamma2_click,0.002987,3.360
gamma2_click,0.002990,3.360
gamma2_click,0.002993,3.360
gamma2_click,0.002997,3.360
gamma2_click,0.003000,3.360
gamma2_click,0.003003,3.360
gamma2_click,0.003006,3.360
gamma2_click,0.003010,3.360
gamma2_click,0.003013,3.360
gamma2_click,0.003016,3.360
gamma2_click,0.003019,3.360
gamma2_click,0.003023,3.360
gamma2_click,0.003026,3.360
gamma2_click,0.003029,3.360
gamma2_click,0.003032,3.360
gamma2_click,0.003036,3.360
gamma2_click,0.003039,3.360
gamma2_click,0.003042,3.360
gamma2_click,0.003045,3.360
gamma2_click,0.003049,3.360
gamma2_click,0.003052,3.360
gamma2_click,0.003055,3.360
gamma2_click,0.003058,3.360
gamma2_click,0.003062,3.360
gamma2_click,0.003065,3.360
gamma2_click,0.003068,3.360
gamma2_click,0.003071,3.360
gamma2_click,0.003075,3.360
gamma2_click,0.003078,3.360
gamma2_click,0.003081,3.360
gamma2_click,0.003084,3.360
gamma2_click,0.003088,3.360
gamma2_click,0.003091,3.360
gamma2_click,0.003094,3.360
gamma2_click,0.003097,3.360
gamma2_click,0.003101,3.360
gamma2_click,0.003104,3.360
gamma2_click,0.003107,3.360
gamma2_click,0.003110,3.360
gamma2_click,0.003114,3.360
gamma2_click,0.003117,3.360
gamma2_click,0.003120,3.360
gamma2_click,0.003123,3.360
gamma2_click,0.003127,3.360
gamma2_click,0.003130,3.360
gamma2_click,0.003133,3.360
gamma2_click,0.003136,3.360
gamma2_click,0.003140,3.360
gamma2_click,0.003143,3.360
gamma2_click,0.003146,3.360
gamma2_click,0.003149,3.360
gamma2_click,0.003153,3.360
gamma2_click,0.003156,3.360
gamma2_click,0.003159,3.360
gamma2_click,0.003162,3.360
gamma2_click,0.003166,3.360
gamma2_click,0.003169,3.360
gamma2_click,0.003172,3.360
gamma2_click,0.003175,3.360
gamma2_click,0.003179,3.360
gamma2_click,0.003182,3.360
gamma2_click,0.003185,3.360
